director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
joseph zito,judie aronson,tom everett,kimberly beck,horror|thriller,friday the 13th: the final chapter
pawel pawlikowski,joanna kulig,agata trzebuchowska,agata kulesza,drama,ida
james ivory,rupert graves,denholm elliott,simon callow,drama|romance,maurice
frank sebastiano,joe lo truglio,laurie metcalf,seymour cassel,comedy|sport,beer league
rand ravich,johnny depp,charlize theron,clea duvall,drama|sci-fi|thriller,the astronaut's wife
stacy peralta,gerry lopez,gabrielle reece,laird john hamilton,documentary|history|sport,riding giants
nacho vigalondo,karra elejalde,nacho vigalondo,bárbara goenaga,horror|mystery|sci-fi|thriller,timecrimes
hao ning,jack kao,bo huang,zheng xu,action|adventure|comedy,silver medallist
tony giglio,brianna brown,nick searcy,beth broderick,horror|thriller,timber falls
stanley donen,rita moreno,debbie reynolds,cyd charisse,comedy|musical|romance,singin' in the rain
joe cross,joe cross,joel fuhrman,amy badberg,documentary,"fat, sick & nearly dead"
michael tiddes,essence atkins,alanna ubach,j.b. smoove,comedy|fantasy,a haunted house
dinesh d'souza,barack obama,zackary steven graham,dinesh d'souza,documentary,2016: obama's america
rob zombie,scout taylor-compton,tyler mane,margot kidder,horror,halloween ii
tom hanks,tom hanks,charlize theron,ethan embry,comedy|drama|music,that thing you do!
tommy lee wallace,tom atkins,dan o'herlihy,nancy kyes,horror|mystery|sci-fi,halloween iii: season of the witch
don taylor,roddy mcdowall,m. emmet walsh,sal mineo,action|sci-fi,escape from the planet of the apes
martin ritt,patricia neal,melvyn douglas,whit bissell,drama,hud
leslie small,david jason perez,la'princess jackson,dana hanna,comedy|documentary,kevin hart: let me explain
gus van sant,keanu reeves,udo kier,flea,drama,my own private idaho
zach braff,armando riesco,michael weston,jill flint,comedy|drama|romance,garden state
richard linklater,hanno pöschl,hans weingartner,dominik castell,drama|romance,before sunrise
éric tessier,patrick huard,michel côté,jean pierre bergeron,action|drama|horror|thriller,sur le seuil
alison maclean,billy crudup,samantha morton,mark webber,drama,jesus' son
alice wu,joan chen,ato essandoh,jessica hecht,comedy|drama|romance,saving face
sarah gavron,satish kaushik,christopher simpson,tannishtha chatterjee,drama,brick lane
jake schreier,frank langella,joshua ormond,ana gasteyer,comedy|crime|drama|sci-fi,robot & frank
isabel coixet,sarah polley,julian richings,amanda plummer,drama|romance,my life without me
james ponsoldt,shailene woodley,jennifer jason leigh,dayo okeniyi,comedy|drama|romance,the spectacular now
randall miller,william hurt,elden henson,michael bower,comedy|family|musical|romance|short,marilyn hotchkiss' ballroom dancing and charm school
larry charles,bill maher,tal bachman,steve burg,comedy|documentary|war,religulous
joshua tickell,larry david,sheryl crow,george w. bush,documentary,fuel
tim boxell,bruce mcgill,diana scarwid,tom bower,drama,valley of the heart's delight
rawson marshall thurber,gary cole,stephen root,joel david moore,comedy|sport,dodgeball: a true underdog story
michael d. sellers,katharine ross,carly schroeder,george harris,comedy|drama|family,eye of the dolphin
reed cowan,dustin lance black,emily pearson,gavin newsom,documentary,8: the mormon proposition
james dodson,larry miller,anupam kher,shriya saran,comedy|drama|romance,the other end of the line
stefan ruzowitzky,benno fürmann,rüdiger vogler,sebastian blomberg,horror|thriller,anatomy
alex rivera,leonor varela,jacob vargas,tenoch huerta,drama|romance|sci-fi|thriller,sleep dealer
james gunn,linda cardellini,rainn wilson,paul t. taylor,comedy|crime|drama,super
john murlowski,ashley scott,piper mackenzie harris,lochlyn munro,comedy|drama|family|romance,christmas mail
benni diez,clifton collins jr.,cecilia pillado,david masterson,comedy|horror,stung
danny perez,natasha lyonne,emmanuel kabongo,mark webber,horror,antibirth
spike lee,bernie mac,harry lennix,andre braugher,drama|history,get on the bus
robby henson,marc blucas,max ryan,justine waddell,drama|horror|mystery|thriller,thr3e
mike judge,anthony 'citric' campos,patrick fischler,david herman,adventure|comedy|sci-fi,idiocracy
zackary adler,simon merrells,kevin leslie,kris sommerville,crime|drama,the rise of the krays
shane meadows,stephen graham,joseph gilgun,jack o'connell,crime|drama,this is england
dominic burns,julian glover,sean pertwee,bianca brigitte vandamme,comedy|sci-fi,alien uprising
george sidney,esther williams,basil rathbone,red skelton,comedy|musical,bathing beauty
carmen marron,jossara jinaro,aimee garcia,rene rosado,drama|musical,go for it!
tim mccanlies,ethan embry,michael o'neill,alexandra holden,comedy|drama|family,"dancer, texas pop. 81"
george sidney,agnes moorehead,ava gardner,howard keel,drama|family|musical|romance,show boat
mario van peebles,tom skerritt,cinda mccain,luke perry,drama,redemption road
jason stone,topher grace,ellen burstyn,christopher heyerdahl,thriller,the calling
jerry rees,jon lovitz,phil hartman,mindy sterling,adventure|animation|comedy|family|fantasy|musical,the brave little toaster
james algar,leopold stokowski,deems taylor,unknown,animation|family|fantasy|music,fantasia
william friedkin,roy scheider,fernando rey,tony lo bianco,action|crime|drama|thriller,the french connection
jaco booyens,nicole smolen,sebastian aguilar,ivette alvarez,drama|thriller,8 days
steve miner,richard brooker,dana kimmell,catherine parks,horror|thriller,friday the 13th part iii
danny steinmann,tiffany helm,melanie kinnaman,dominick brascia,horror|mystery|thriller,friday the 13th: a new beginning
michael landon jr.,henry thomas,louise fletcher,a.j. buckley,drama,the last sin eater
jon gunn,alexa penavega,delroy lindo,madison pettis,drama,do you believe?
hayley cloake,brian austin green,kayla ewell,linden ashby,thriller,impact point
tay garnett,jessica tandy,greer garson,lionel barrymore,drama,the valley of decision
shyam madiraju,jessica lowndes,ethan peck,brad schmidt,drama|thriller,eden
harmage singh kalirai,saeed jaffrey,zohra segal,shobu kapoor,comedy|drama|romance,chicken tikka masala
rita merson,ryan guzman,james wolk,jason ritter,comedy|music|romance,always woodstock
jon knautz,rachel skarsten,daniel kash,stefanie drummond,action|comedy|horror,jack brooks: monster slayer
william wyler,myrna loy,teresa wright,dana andrews,drama|romance|war,the best years of our lives
larry clark,kelli garner,nick stahl,brad renfro,biography|crime|drama,bully
petter næss,jørgen langhelle,per christian ellefsen,sven nordin,comedy|drama,elling
robert fontaine,michael derek,arturo castro,brad lee wind,crime|drama,mi america
jaume balagueró,manuela velasco,pablo rosso,carlos lasarte,horror,[rec]
patricia cardoso,rosie perez,martha higareda,cheyenne haynes,drama,lies in plain sight
dan perri,travis myers,david proval,carmen argenziano,comedy|drama|mystery|romance|thriller,sharkskin
neil mcenery-west,walter hendrix iii,michael chapman,louise brealey,horror|sci-fi|thriller,containment
anthony o'brien,james ransone,maria doyle kennedy,shaun o'hagan,adventure|drama|western,the timber
terence young,robert shaw,daniela bianchi,lois maxwell,action|adventure|thriller,from russia with love
michael herz,phoebe legere,jessica dublin,lisa gaye,action|comedy|horror|sci-fi,the toxic avenger part ii
unknown,carroll o'connor,alan autry,crystal r. fox,crime|drama|mystery,in the heat of the night
woody allen,woody allen,john beck,mews small,comedy|sci-fi,sleeper
david robert mitchell,maika monroe,ruby harris,jake weary,horror|mystery,it follows
woody allen,woody allen,john carradine,lynn redgrave,comedy,everything you always wanted to know about sex * but were afraid to ask
robert mulligan,robert duvall,brock peters,william windom,crime|drama,to kill a mockingbird
george miller,vernon wells,bruce spence,kjell nilsson,action|adventure|sci-fi|thriller,mad max 2: the road warrior
chia-liang liu,andy lau,anita mui,ho-sung pak,action|comedy,the legend of drunken master
stanley kubrick,james mason,shelley winters,lois maxwell,crime|drama|romance,lolita
kimberly peirce,alicia goranson,brendan sexton iii,jeannetta arnette,biography|crime|drama|romance,boys don't cry
chris kentis,eric sheffer stevens,julia taylor ross,adam trese,drama|horror|mystery|thriller,silent house
florian henckel von donnersmarck,sebastian koch,ulrich mühe,martina gedeck,drama|thriller,the lives of others
alex kendrick,ben davies,alex kendrick,t.c. stallings,drama,courageous
robert rossen,george c. scott,jackie gleason,murray hamilton,drama|sport,the hustler
jack conway,hedy lamarr,spencer tracy,claudette colbert,adventure|drama|romance|western,boom town
sylvain chomet,michel robin,charles linton,béatrice bonifassi,animation|comedy|drama,the triplets of belleville
chris eyre,michael greyeyes,irene bedard,gary farmer,comedy|drama,smoke signals
shari springer berman,josh hutcherson,james urbaniak,daniel tay,biography|comedy|drama,american splendor
richard linklater,vernon dobtcheff,albert delpy,marie pillet,drama|romance,before sunset
alejandro g. iñárritu,adriana barraza,jorge salinas,goya toledo,drama|thriller,amores perros
catherine hardwicke,holly hunter,sarah clarke,kip pardue,drama,thirteen
elia kazan,dean stockwell,celeste holm,john garfield,drama|romance,gentleman's agreement
debra granik,jennifer lawrence,shelley waggener,lauren sweetser,drama,winter's bone
kevin macdonald,nicholas aaron,brendan mackey,joe simpson,adventure|documentary|drama|sport,touching the void
henry king,tyrone power,don ameche,john carradine,drama|musical|romance,alexander's ragtime band
miranda july,najarra townsend,brad william henke,miranda july,comedy|drama,me and you and everyone we know
charles ferguson,matt damon,george w. bush,barney frank,crime|documentary,inside job
max joseph,vanessa lengies,emily ratajkowski,jonny weston,drama|music|romance,we are your friends
jim jarmusch,henry silva,gano grills,richard portnow,action|crime|drama|thriller,ghost dog: the way of the samurai
david ayer,j.k. simmons,christian bale,noel gugliemi,action|crime|drama|thriller,harsh times
jerry jameson,david oyelowo,leonor varela,sydelle noel,crime|drama|thriller,captive
steven soderbergh,julia roberts,enrico colantoni,blair underwood,comedy|romance,full frontal
kevin tenney,kathleen wilhoite,tawny kitaen,rose marie,horror|mystery|thriller,witchboard
unknown,stephen colbert,amy sedaris,maria thayer,comedy,strangers with candy
kenneth branagh,julie christie,brian blessed,richard briers,drama,hamlet
john cameron mitchell,sook-yin lee,peter stickles,raphael barker,comedy|drama|romance,shortbus
ari folman,ari folman,ronny dayag,zahava solomon,animation|biography|documentary|drama|history|war,waltz with bashir
gary rogers,noah danby,kirby heyborne,bruce newbold,adventure,"the book of mormon movie, volume 1: the journey"
charles ferguson,campbell scott,dick cheney,donald rumsfeld,documentary|war,no end in sight
marielle heller,alexander skarsgård,david fine,austin lyon,drama|romance,the diary of a teenage girl
unknown,anne hathaway,jon tenney,debrah farentino,comedy|drama|romance,get real
david sington,john f. kennedy,buzz aldrin,neil armstrong,documentary|history,in the shadow of the moon
kelly reichardt,bruce greenwood,zoe kazan,shirley henderson,drama|western,meek's cutoff
fenton bailey,hugh m. hefner,bill maher,linda lovelace,biography|documentary|history,inside deep throat
bob giraldi,danny aiello,manny perez,ajay naidu,crime|drama|romance,dinner rush
jill sprecher,alanna ubach,bob balaban,jamie kennedy,comedy|drama,clockwatchers
huck botko,matt bennett,krysta rodriguez,zack pearlman,comedy,the virginity hit
luc besson,christopher lambert,isabelle adjani,jean-hugues anglade,comedy|drama|thriller,subway
david duchovny,robin williams,mark margolis,frank langella,comedy|drama,house of d
mitchell lichtenstein,jess weixler,nathan parsons,john hensley,comedy|fantasy|horror|thriller,teeth
lance mungia,jeffrey falcon,stephane gauger,kim de angelo,action|adventure|comedy|drama|music|sci-fi,six-string samurai
kundan shah,karisma kapoor,bobby deol,shakti kapoor,action|comedy|romance|thriller,hum to mohabbat karega
michael dowse,paul kaye,neil maskell,kate magowan,biography|comedy|drama|music,it's all gone pete tong
hue rhodes,peter dinklage,steve buscemi,romany malco,comedy|drama,saint john of las vegas
shane meadows,bob hoskins,annette badland,karl collins,comedy|drama|romance|sport,24 7: twenty four seven
roland emmerich,jeremy irvine,caleb landry jones,matt craven,drama,stonewall
unknown,joe morton,colin ferguson,salli richardson-whitfield,comedy|drama|sci-fi,eureka
jugal hansraj,saif ali khan,sanjay mishra,javed jaffrey,animation|comedy|family|romance,roadside romeo
danny provenzano,vincent pastore,frank vincent,chuck zito,crime|drama,this thing of ours
bill muir,alex kendrick,jansen panettiere,tiya sircar,adventure|family|fantasy,the lost medallion: the adventures of billy stone
richard lagravenese,anna kendrick,jeremy jordan,charly bivona,comedy|drama|musical|romance,the last five years
noah buschel,merritt wever,amy ryan,paul adelstein,drama,the missing person
brian yuzna,melinda clarke,kent mccord,sarah douglas,horror|romance|sci-fi,return of the living dead iii
hunter richards,jason statham,chris evans,dane cook,drama|romance,london
laurie collyer,brad william henke,kate burton,michelle hurst,drama,sherrybaby
bruce mcculloch,martin starr,megan mullally,chris penn,comedy|crime,stealing harvard
aaron hann,jordi vilasuso,michael mclafferty,kaiwi lyman-mersereau,drama|horror|mystery|sci-fi|thriller,circle
james watkins,michael fassbender,jack o'connell,lorraine stanley,horror|thriller,eden lake
catherine hardwicke,frances fisher,james kyson,marlene forte,thriller,plush
phil claydon,myanna buring,james corden,silvia colloca,action|comedy|fantasy|horror,vampire killers
ralph ziman,rapulana seiphemo,kenneth nkosi,robert hobbs,action|crime|drama,gangster's paradise: jerusalema
john simpson,colin salmon,lee evans,ian mcneice,crime|drama|thriller,freeze frame
colin minihan,mackenzie gray,sean rogerson,ashleigh gryzko,horror,grave encounters
conor mcmahon,peter mcquinn,tommy knight,jemma curran,comedy|horror,stitches
chris shadley,daniel baldwin,william lee scott,marc macaulay,crime|drama|horror|mystery|thriller,nine dead
simon napier-bell,alice cooper,tim rice,louis walsh,documentary,"to be frank, sinatra at 100"
woody allen,woody allen,charlotte rae,louise lasser,comedy,bananas
simon yin,paul sheehan,linus roache,kathy uyen,thriller,supercapitalist
jeff crook,nicholas gonzalez,mario cimarro,ricardo chavira,action|crime|drama|thriller,rockaway
unknown,steven weber,tim daly,amy yasbeck,comedy|drama,wings
orson welles,rita hayworth,everett sloane,ted de corsia,crime|drama|film-noir|mystery|thriller,the lady from shanghai
dave payne,mircea monroe,lew temple,robert pine,horror|thriller,no man's land: the rise of reeker
james cox,jake gyllenhaal,m.c. gainey,mark rolston,crime|drama,highway
jonas åkerlund,noel gugliemi,saffron burrows,matt lucas,comedy|crime|drama,small apartments
brad copeland,sunil narkar,ben schwartz,glenn howerton,comedy,coffee town
paul bunnell,kate maberly,kevin mccarthy,paul williams,comedy|fantasy|musical|sci-fi,the ghastly love of johnny x
phil morrison,sally hawkins,curtiss cook,peter hermann,comedy|drama,all is bright
harald reinl,christopher lee,lex barker,karin dor,horror|mystery,the torture chamber of dr. sadism
james cox,jon mack,powers boothe,josh meyers,comedy|drama,straight a's
richard lester,buster keaton,zero mostel,phil silvers,comedy|musical,a funny thing happened on the way to the forum
michael moore,michael moore,eddie vedder,steve earle,documentary,slacker uprising
tanner beard,william mcnamara,kevin alejandro,glenn morshower,action|adventure|history|western,the legend of hell's gate: an american conspiracy
scott dow,trenton rostedt,wray crawford,dave sheridan,comedy|horror,the walking deceased
derick martini,kevin zegers,bella heathcote,tom arnold,drama|horror|mystery|thriller,the curse of downers grove
jerry dugan,melissa bolona,michael aaron milligan,james chalke,thriller,shark lake
tim hunter,keanu reeves,daniel roebuck,ione skye,crime|drama,river's edge
michael polish,peter coyote,anthony edwards,jon gries,drama|fantasy,northfork
william kaufman,paul mcgillion,mike 'the miz' mizanin,david lewis,action|thriller,the marine 4: moving target
rodrigo cortés,ryan reynolds,samantha mathis,erik palladino,drama|mystery|thriller,buried
richard ayoade,craig roberts,paddy considine,sally hawkins,comedy|drama|romance,submarine
jehane noujaim,khalid abdalla,ahmed hassan,aida elkashef,documentary|drama|history|news,the square
pascal arnold,karl e. landler,lizzie brocheré,pierre perrier,drama,one to another
kimberly peirce,chloë grace moretz,judy greer,portia doubleday,drama|fantasy|horror,carrie
remo,lauren gottlieb,remo,prabhudheva,drama|musical,abcd (any body can dance)
wes craven,johnny depp,lin shaye,amanda wyss,horror,a nightmare on elm street
james marsh,paul mcgill,philippe petit,jean-louis blondeau,biography|crime|documentary|history|thriller,man on wire
john laing,siobhan marshall,peter feeney,rachel nash,drama,abandoned
jamal hill,logan browning,adam ratcliffe,faizon love,drama,brotherly love
daniel stamm,caleb landry jones,ashley bell,patrick fabian,drama|horror|thriller,the last exorcism
sam taylor-johnson,kristin scott thomas,ophelia lovibond,anne-marie duff,biography|drama|music,nowhere boy
elia kazan,marlon brando,karl malden,kim hunter,drama,a streetcar named desire
stanley kubrick,george c. scott,slim pickens,keenan wynn,comedy,dr. strangelove or: how i learned to stop worrying and love the bomb
carlos carrera,damián alcázar,ana claudia talancón,pedro armendáriz jr.,drama|romance,el crimen del padre amaro
benh zeitlin,quvenzhané wallis,gina montana,dwight henry,drama|fantasy,beasts of the southern wild
j. lee thompson,roddy mcdowall,paul williams,claude akins,action|sci-fi,battle for the planet of the apes
maggie greenwald,aidan quinn,david patrick kelly,jane adams,drama|music,songcatcher
vera farmiga,donna murphy,bill irwin,michael chernus,drama,higher ground
vijay chandar,hansika motwani,t.r. silambarasan,brahmanandam,comedy|romance,vaalu
morgan spurlock,quentin tarantino,j.j. abrams,donald trump,comedy|documentary,the greatest movie ever sold
jonathan wacks,steve buscemi,gary farmer,jon gries,comedy|horror,ed and his dead mother
khyentse norbu,tshewang dendup,lhakpa dorji,sonam kinga,adventure|drama,travelers and magicians
ted post,clint eastwood,bruce dern,alan hale jr.,western,hang 'em high
richard brooks,humphrey bogart,jim backus,kim hunter,crime|drama|film-noir,deadline - u.s.a.
tony krantz,george newbern,tom cavanagh,cas anvar,horror|thriller,sublime
mitchell altieri,kimberley crossman,luke edwards,bree williamson,comedy|horror|thriller,a beginner's guide to snuff
w.d. hogan,tom everett scott,keenan tracey,nicholas carella,action|sci-fi,independence daysaster
corey grant,christian keyes,essence atkins,tatyana ali,comedy|drama,dysfunctional friends
tom tykwer,moritz bleibtreu,ludger pistor,armin rohde,crime|drama,run lola run
lucky mckee,james duval,will estes,nora zehetner,drama|horror,may
richard boddington,natasha henstridge,cj adams,erin pitt,adventure|family,against the wild
david hunt,matthew alan,chris cleveland,circus-szalewski,horror,living dark: the story of ted the caver
patricia riggen,america ferrera,eugenio derbez,kate del castillo,adventure|drama,under the same moon
j. lee thompson,roddy mcdowall,gordon jump,john randolph,action|sci-fi,conquest of the planet of the apes
todd field,tom wilkinson,sissy spacek,karen allen,crime|drama,in the bedroom
steven r. monroe,sarah butler,chad lindberg,daniel franzese,horror|thriller,i spit on your grave
mark illsley,ally walker,illeana douglas,jeremy northam,comedy|crime|romance,"happy, texas"
pawel pawlikowski,paddy considine,natalie press,dean andrews,drama|romance,my summer of love
ritesh batra,nawazuddin siddiqui,nimrat kaur,lillete dubey,drama|romance,the lunchbox
sally potter,shirley henderson,joan allen,stephanie leonidas,drama|romance,yes
frank capra,jean arthur,ann miller,lionel barrymore,comedy|drama|romance,you can't take it with you
fred zinnemann,montgomery clift,donna reed,deborah kerr,drama|romance|war,from here to eternity
john ford,harry carey jr.,ben johnson,victor mclaglen,western,she wore a yellow ribbon
brad j. silverman,shawnee smith,michael welch,anthony reynolds,drama|music,grace unplugged
dave meyers,eddie griffin,clifton powell,marla gibbs,comedy|drama,foolish
david m. matthews,essence atkins,lamman rucker,tempestt bledsoe,crime|drama|thriller,n-secure
nadine labaki,yasmine al massri,adel karam,nadine labaki,comedy|drama|romance,caramel
lluís quílez,stephen rea,pixie davies,alejandro furth,horror|thriller,out of the dark
eytan fox,ohad knoller,lior ashkenazi,yousef 'joe' sweid,comedy|drama|romance,the bubble
francis ford coppola,harrison ford,teri garr,cindy williams,drama|mystery|thriller,the conversation
romesh sharma,annabelle wallis,revathy,bhoomika chawla,romance,dil jo bhi kahey...
françois truffaut,catherine deneuve,jean-paul belmondo,michel bouquet,crime|drama|romance,mississippi mermaid
adam goldberg,judy greer,marisa coughlan,nicky katt,drama|mystery,i love your work
travis zariwny,dustin ingram,gage golightly,samuel davis,horror,cabin fever
zack snyder,ty burrell,kevin zegers,mekhi phifer,action|horror|thriller,dawn of the dead
adrienne shelly,lew temple,cheryl hines,eddie jemison,comedy|drama|romance,waitress
newt arnold,bolo yeung,donald gibb,ken siu,action|biography|drama|sport,bloodsport
frank capra,claude rains,jean arthur,thomas mitchell,comedy|drama,mr. smith goes to washington
larry clark,rosario dawson,leo fitzpatrick,justin pierce,drama,kids
noah baumbach,william baldwin,elizabeth meriwether,owen kline,comedy|drama,the squid and the whale
charles herman-wurmfeld,scott cohen,jennifer westfeldt,brian stepanek,comedy|drama|romance,kissing jessica stein
yimou zhang,honglei sun,ni yan,dahong ni,comedy|drama,"a woman, a gun and a noodle shop"
john stockwell,matthew ziff,t.j. storm,sam medina,action,kickboxer: vengeance
alfred hitchcock,norman lloyd,rhonda fleming,leo g. carroll,film-noir|mystery|romance|thriller,spellbound
atom egoyan,bruce greenwood,mia kirshner,sarah polley,drama|mystery|romance,exotica
vincent gallo,anjelica huston,vincent gallo,jan-michael vincent,comedy|crime|drama|romance,buffalo '66
james wan,lin shaye,barbara hershey,philip friedman,fantasy|horror|mystery|thriller,insidious
alex cox,del zamora,tracey walter,miguel sandoval,comedy|crime|sci-fi|thriller,repo man
fabián bielinsky,ricardo darín,gastón pauls,leticia brédice,crime|drama|thriller,nine queens
dror moreh,ami ayalon,yuval diskin,yaakov peri,documentary|war,the gatekeepers
rebecca miller,beau bridges,susanna thompson,ryan mcdonald,drama,the ballad of jack and rose
maggie carey,donald glover,alia shawkat,scott porter,comedy|romance,the to do list
roger avary,eric stoltz,salvator xuereb,jean-hugues anglade,crime|drama|thriller,killing zoe
henry bean,ryan gosling,theresa russell,summer phoenix,drama,the believer
david gordon green,michael angarano,connor paolo,tom noonan,drama|romance,snow angels
simeon rice,ward g. smith,lisa brave,malone thomas,action|horror|thriller,unsullied
brad anderson,paul guilfoyle,brendan sexton iii,larry fessenden,horror|mystery,session 9
jeff garlin,jessy schram,jeff garlin,joey slotnick,comedy|romance,i want someone to eat cheese with
qasim basir,dorian missick,nia long,evan ross,drama|family,mooz-lum
adam green,joel david moore,kane hodder,joel murray,comedy|horror,hatchet
charles chaplin,paulette goddard,stanley blystone,fred malatesta,comedy|drama|family,modern times
pete jones,brian dennehy,aidan quinn,bonnie hunt,drama,stolen summer
bruce campbell,ted raimi,dan hicks,timothy patrick quill,comedy|fantasy,my name is bruce
mark brown,vivica a. fox,monica calhoun,garrett morris,comedy|drama,the salon
adam carolla,jay mohr,jim o'heir,david alan grier,comedy,road hard
ira sachs,rip torn,jenny o'hara,darren e. burrows,drama|music|romance,forty shades of blue
john sayles,brian lee franklin,john arcilla,ronnie lazaro,drama|war,amigo
bruce mcdonald,stephen mchattie,georgina reilly,boyd banks,fantasy|horror,pontypool
james mottern,jimmy bennett,joey lauren adams,matthew lawrence,drama,trucker
jaime zevallos,angela sarafyan,jaime zevallos,michael elian,comedy|drama|romance,me you and five bucks
rob zombie,sid haig,dee wallace,michael berryman,drama|fantasy|horror|thriller,the lords of salem
gerard johnstone,morgana o'reilly,bruce hopkins,cameron rhodes,comedy|horror|mystery,housebound
robert greenwald,lee scott,jon hunter,matt hunter,documentary,wal-mart: the high cost of low price
david ray,nicole muñoz,sarah lind,kyla wise,drama|fantasy|romance,fetching cody
dave rodriguez,chazz palminteri,michael rapaport,paul sorvino,comedy|drama,once upon a time in queens
nae caranfil,monica barladeanu,joe armstrong,martin hancock,comedy|drama,closer to the moon
david winning,ashanti,amber marshall,john desantis,sci-fi,mutant world
frank lotito,brighton sharbino,jake busey,tim guinee,comedy|drama|family,growing up smith
timothy woodward jr.,katrina law,johnny messner,michael paré,action|crime|thriller,checkmate
christopher mcquarrie,tom cruise,robert duvall,david oyelowo,action|crime|mystery|thriller,jack reacher
tara subkoff,timothy hutton,balthazar getty,lydia hearst,drama|horror|mystery|thriller,#horror
russell friedenberg,rudy youngblood,glen powell,kiowa gordon,action|horror|thriller,wind walkers
william cottrell,adriana caselotti,billy gilbert,lucille la verne,animation|family|fantasy|musical,snow white and the seven dwarfs
lucrecia martel,mía maestro,mercedes morán,maría alche,drama,the holy girl
edward dmytryk,brigitte bardot,woody strode,honor blackman,western,shalako
zak penn,zak penn,gabriel beristain,john bailey,adventure|comedy|horror,incident at loch ness
alex ranarivelo,lea thompson,christina moore,cullen douglas,drama,the dog lover
jon knautz,camren bicondova,adam dimarco,chasty ballesteros,horror|thriller,girl house
mathieu amalric,mathieu amalric,léa drucker,laurent poitrenaux,crime|romance|thriller,the blue room
david worth,jessica szohr,jonathan mangum,angela jones,horror|thriller,house at the end of the drive
leslie h. martinson,burgess meredith,cesar romero,burt ward,adventure|comedy|family,batman: the movie
guy ritchie,jason statham,jason flemyng,dexter fletcher,comedy|crime,"lock, stock and two smoking barrels"
robert m. young,barry corbin,bruce mcgill,ned beatty,western,the ballad of gregorio cortez
unknown,karl malden,michael douglas,unknown,action|crime|drama|mystery,the streets of san francisco
thomas vinterberg,ulrich thomsen,paprika steen,trine dyrholm,drama,the celebration
steve buscemi,steve buscemi,debi mazar,carol kane,comedy|drama,trees lounge
ham tran,long nguyen,kieu chinh,cat ly,drama,journey from the fall
rich cowan,eric dane,karen allen,peter coyote,drama,the basket
boris rodriguez,stephen mchattie,thure lindhardt,georgina reilly,comedy|horror,eddie: the sleepwalking cannibal
harold becker,bruce willis,miko hughes,carrie preston,action|crime|drama|thriller,mercury rising
unknown,james morrison,tucker smallwood,kristen cloke,drama|sci-fi,space: above and beyond
sadyk sher-niyaz,elina abai kyzy,aziz muradillayev,mirlan abdulayev,action|biography|drama|history,queen of the mountains
paul donovan,maury chaykin,lenore zann,tim choate,action|sci-fi,def-con 4
jonathan kesselman,judy greer,adam goldberg,tony cox,comedy,the hebrew hammer
arjun sablok,abhishek bachchan,uday chopra,samantha mcleod,comedy|musical|romance,neal 'n' nikki
craig moss,noureen dewulf,bryan callen,matt crabtree,comedy,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it
tyler oliver,bella thorne,chloe bridges,christopher atkins,horror|romance|thriller,forget me not
alfred hitchcock,laurence olivier,joan fontaine,george sanders,drama|film-noir|mystery|thriller,rebecca
steve miner,betsy palmer,adrienne king,amy steel,horror|mystery|thriller,friday the 13th part 2
billy wilder,ray milland,jane wyman,frank faylen,drama|film-noir,the lost weekend
douglas cheek,daniel stern,john heard,sam mcmurray,horror|sci-fi,c.h.u.d.
youssef delara,noel gugliemi,jenni rivera,jorge diaz,drama|music,filly brown
deryck broom,vic mignogna,omar benson miller,anupam kher,animation,the lion of judah
henry hathaway,joseph cotten,jean peters,will wright,crime|film-noir|thriller,niagara
john ford,roddy mcdowall,walter pidgeon,barry fitzgerald,drama|family,how green was my valley
unknown,mary lynn rajskub,riley keough,paul sparks,drama,the girlfriend experience
spike lee,rami malek,elvis nolasco,felicia pearson,comedy|romance|thriller,da sweet blood of jesus
steven soderbergh,peter gallagher,laura san giacomo,steven brill,drama,"sex, lies, and videotape"
james wan,michael emerson,monica potter,shawnee smith,horror|mystery|thriller,saw
jay chandrasekhar,geoffrey arend,daniel von bargen,jay chandrasekhar,comedy|crime|mystery,super troopers
giovanni zelko,zuhair haddad,harry lennix,ben youcef,action|romance|thriller,the algerian
claudia sainte-luce,ximena ayala,vera wilson,josé manuel orozco angulo,comedy|drama,the amazing catfish
scott derrickson,keanu reeves,jon hamm,juan riedinger,drama|sci-fi|thriller,the day the earth stood still
mira nair,naseeruddin shah,randeep hooda,lillete dubey,comedy|drama|romance,monsoon wedding
kenneth lonergan,matthew broderick,rory culkin,gaby hoffmann,drama,you can count on me
alfred hitchcock,jerry mathers,john forsythe,royal dano,comedy|mystery|romance,the trouble with harry
paul mcguigan,bruce willis,morgan freeman,dorian missick,crime|drama|mystery|thriller,lucky number slevin
jamie babbit,natasha lyonne,clea duvall,eddie cibrian,comedy|drama,but i'm a cheerleader
david boyd,vivica a. fox,drew waters,scott elrod,drama|sport,home run
quentin tarantino,quentin tarantino,steve buscemi,chris penn,crime|drama|thriller,reservoir dogs
walter lang,spring byington,nigel bruce,gale sondergaard,drama|family|fantasy,the blue bird
sergio leone,clint eastwood,luigi pistilli,enzo petito,western,"the good, the bad and the ugly"
anna muylaert,alex huszar,regina casé,luis miranda,comedy|drama,the second mother
steve taylor,jason marsden,marshall allman,eric lange,comedy|drama,blue like jazz
